Order,Lot Area,Gr Liv Area,Overall Qual,Exter Qual,Kitchen Qual,Garage Area,PorchSFTotal,BathroomsTotal,HouseAge,HouseRemodelAge,Total Bsmt SF,Railroad_Near,Railroad_Adjacent,NeighborhoodClass,Sale Condition_Alloca,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_CWD,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD,SalePrice
2348,10400,1872,7,2,2,604.0,236,2.5,18,18,929.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,241500
2349,10530,1857,7,2,2,482.0,505,2.5,28,28,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,188900
2350,10240,1686,6,2,2,612.0,515,3.0,26,26,1686.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,207500
2351,16692,2784,7,2,3,564.0,552,4.5,28,28,1259.0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,250000
2352,11475,1552,6,2,2,434.0,417,3.5,31,31,550.0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,179900
2353,9927,1083,7,3,2,596.0,484,2.0,30,30,1005.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,172000
2354,9512,2318,7,3,3,541.0,246,3.5,1,0,788.0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,294323
2355,10530,1875,6,2,3,485.0,76,3.0,31,6,548.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,184500
2356,10140,1074,5,2,2,495.0,88,2.5,31,31,788.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,153500
2357,10140,1664,7,2,2,528.0,287,2.5,30,30,194.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,162900
2358,10140,1309,6,2,3,484.0,265,2.5,32,7,1040.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,181000
2359,10000,1103,6,2,2,462.0,379,2.0,32,32,755.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,155000
2360,15870,1096,5,2,2,299.0,272,2.0,37,37,866.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,138800
2361,9353,864,4,2,2,280.0,0,1.0,36,36,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,116050
2362,8125,858,4,2,2,0.0,0,1.0,35,35,614.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,88000
2363,7200,874,4,2,2,576.0,63,1.5,35,35,640.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,97500
2364,8773,1419,6,3,3,543.0,264,3.0,4,4,951.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,190000
2365,2760,1092,6,2,2,440.0,0,1.5,33,33,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,105500
2366,2160,1365,5,2,3,440.0,36,1.5,33,33,402.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,125500
2367,1953,987,6,2,2,264.0,72,1.5,33,33,309.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,83000
2368,1890,1030,6,2,2,264.0,0,1.5,34,34,282.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,116000
2369,1680,1218,6,2,2,0.0,201,1.5,35,35,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,91500
2370,1680,1218,6,2,2,264.0,28,2.0,34,34,317.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,118000
2371,1680,948,6,2,2,264.0,0,1.5,34,34,276.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,89000
2372,1680,1092,6,2,2,264.0,352,1.5,34,34,382.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,108000
2373,1680,987,6,2,2,288.0,0,1.5,34,34,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,94500
2374,4043,1069,6,2,2,440.0,280,2.5,31,31,883.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,146300
2375,7514,1387,5,2,2,300.0,240,2.0,39,31,481.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,145000
2376,7838,900,5,2,2,288.0,319,2.0,39,39,769.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,123000
2377,2280,1055,7,2,2,319.0,29,3.0,30,30,612.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,137500
2378,2179,1456,6,2,2,460.0,28,2.5,30,30,70.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,144000
2379,16737,1980,9,3,4,770.0,239,3.0,2,1,1447.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,315000
2380,16387,2589,9,3,4,831.0,0,3.5,0,0,1369.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,412083
2381,16259,2596,9,2,3,840.0,394,3.5,0,0,0.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,342643
2382,16163,1618,8,3,3,880.0,0,2.0,2,2,0.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,252000
2383,13891,2076,10,4,4,850.0,445,3.5,0,0,1386.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,465000
2384,12228,1740,7,3,3,874.0,43,2.0,0,0,0.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,293000
2385,14780,1868,9,4,4,1085.0,566,3.0,1,1,1505.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,415000
2386,16033,1850,9,3,3,772.0,631,3.0,2,1,1261.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,326000
2387,14215,2376,8,3,3,853.0,394,3.5,1,0,0.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,325300
2388,13418,2452,8,3,3,691.0,145,3.5,2,1,0.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,309000
2389,13975,2206,9,3,4,670.0,243,2.5,1,0,0.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,300000
2390,10240,2098,8,3,4,878.0,244,2.5,1,1,0.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,275500
2391,9942,2091,9,4,4,521.0,278,3.5,1,0,1290.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,338500
2392,11924,2324,9,4,4,736.0,168,4.0,1,0,998.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,345000
2393,12867,2253,8,3,4,575.0,385,2.5,1,0,0.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,344133
2394,10672,2389,8,3,3,672.0,240,2.5,0,0,0.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,298236
2395,11643,2358,8,3,4,784.0,154,3.5,1,0,880.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,329900
2396,12378,1944,9,3,4,708.0,383,3.0,3,2,1274.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,360000
2397,11065,1970,8,3,4,753.0,251,2.5,0,0,0.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,281000
2398,13758,1792,9,4,3,925.0,253,3.0,1,0,1232.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,372397
2399,14828,1780,9,4,4,816.0,212,3.0,2,1,1383.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,378000
2400,11846,1792,9,3,4,874.0,255,3.0,3,2,1567.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,374000
2401,20431,2728,9,4,4,706.0,0,3.5,1,0,1410.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,437154
2402,10927,1904,8,3,4,736.0,239,3.5,1,1,546.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,275000
2403,13215,1914,8,3,3,746.0,295,3.5,2,2,994.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,279000
2404,7052,1364,7,3,3,484.0,228,3.0,1,1,659.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,185850
2405,5911,1565,9,4,4,556.0,252,3.0,1,1,472.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,282500
2406,6955,1368,7,3,3,474.0,167,2.0,1,0,0.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,202500
2407,6792,1368,7,3,3,474.0,167,2.0,1,0,0.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,202665
2408,7740,1686,9,3,4,899.0,366,3.0,0,0,1023.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,332200
2409,6373,1666,9,4,3,575.0,303,3.0,0,0,415.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,310090
2410,3136,1405,7,3,3,478.0,184,2.0,3,3,0.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,171750
2411,10237,1316,6,3,3,397.0,123,2.0,1,0,28.0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,169990
2412,10237,1456,6,3,3,390.0,24,2.5,1,0,0.0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,170440
2413,10237,1492,7,3,3,440.0,32,2.5,0,0,0.0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,169985
2414,17104,1496,7,3,3,426.0,124,3.5,0,0,554.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,179665
2415,14054,1863,7,3,3,660.0,117,2.5,0,0,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,219210
2416,11660,1326,6,3,3,427.0,100,2.0,0,0,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,174190
2417,15578,1456,6,3,2,429.0,0,2.5,0,0,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,172785
2418,11631,2373,8,3,3,632.0,166,2.5,2,1,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,258000
2419,9073,1492,7,3,3,440.0,132,2.5,0,0,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,185101
2420,3087,1364,7,3,3,437.0,116,3.0,0,0,453.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,210250
2421,3196,1557,7,3,3,420.0,163,2.0,3,2,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,234000
2422,3196,1456,8,3,3,400.0,163,2.0,3,3,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,215000
2423,2938,1511,7,3,3,398.0,160,3.0,4,4,1038.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,246990
2424,3072,1414,7,3,3,398.0,164,2.0,2,2,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,178740
2425,3072,1548,7,3,3,388.0,163,3.0,2,2,1059.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,225000
2426,3010,1248,7,3,3,438.0,108,2.0,1,0,16.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,167240
2427,3010,1142,7,3,3,440.0,90,2.0,1,0,16.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,156820
2428,3013,1506,7,3,3,440.0,162,2.0,1,1,16.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,213490
2429,3982,1567,8,3,4,648.0,312,3.0,0,0,1154.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,264561
2430,4045,1500,7,3,3,648.0,181,3.0,0,0,1070.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,246578
2431,21930,1838,5,3,2,372.0,140,2.5,1,1,0.0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,192140
2432,7861,1509,6,3,3,393.0,175,3.5,4,3,457.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,183200
2433,9056,1414,8,3,3,403.0,135,2.5,2,2,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,178000
2434,9171,1598,7,3,3,433.0,148,2.5,2,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,201490
2435,11194,1936,8,3,3,504.0,312,2.5,6,6,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,230500
2436,7875,1509,7,3,3,393.0,75,2.5,3,3,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,180000
2437,8121,1664,6,2,2,460.0,140,2.5,6,6,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,172400
2438,8658,1889,6,2,2,431.0,0,2.5,6,6,732.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,215000
2439,11214,1886,7,3,3,431.0,89,2.5,8,7,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,199900
2440,10852,1671,6,2,2,472.0,38,3.5,6,6,786.0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,173000
2441,12104,2322,7,3,3,617.0,445,3.5,0,0,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,287602
2442,8738,2291,7,3,3,429.0,192,2.5,7,7,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,230000
2443,9452,2392,8,3,3,870.0,70,3.5,9,8,1074.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,348000
2444,9660,1976,8,3,3,885.0,241,3.5,8,8,791.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,286000
2445,9545,2234,8,3,3,768.0,50,3.5,6,6,505.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,300000
2446,35760,3627,10,3,3,807.0,437,4.5,11,10,1387.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,625000
2447,9233,2855,9,3,4,774.0,302,3.5,6,6,1182.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,405000
2448,12011,1924,8,3,3,592.0,657,3.5,8,8,956.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,280000
2449,12090,2263,8,3,3,420.0,267,2.5,8,8,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,258000
2450,10019,2726,8,3,3,725.0,644,2.5,11,11,527.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,350000
2451,17242,3500,9,3,4,959.0,1166,4.5,13,12,1685.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,584500
2452,10236,2494,8,3,3,803.0,295,3.5,12,11,548.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,321000
2453,10120,2526,8,3,3,844.0,387,3.5,12,12,740.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,290000
2454,12585,2799,8,3,3,704.0,568,3.5,13,13,1286.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,315000
2455,12447,1964,8,3,3,760.0,270,2.5,1,0,0.0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,252000
2456,15218,1670,8,3,3,928.0,440,3.5,0,0,1562.0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,336820
2457,20896,2097,8,3,4,1134.0,459,2.5,1,0,1721.0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,423000
2458,10182,1660,8,3,3,500.0,372,3.0,0,0,1220.0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,290000
2459,8688,1616,7,3,3,834.0,267,2.0,1,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,232000
2460,10936,1504,8,3,3,510.0,144,2.0,0,0,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,199000
2461,8640,1278,8,3,3,584.0,60,2.0,0,0,24.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,198600
2462,13162,2640,9,3,4,792.0,265,4.5,0,0,1836.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,405749
2463,11216,1489,8,3,3,776.0,140,2.0,0,0,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,232600
2464,10728,1939,8,3,3,1053.0,243,2.5,0,0,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,266000
2465,8125,1553,7,3,3,615.0,45,2.5,1,0,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,186500
2466,8125,1716,6,3,3,615.0,53,2.5,1,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,200825
2467,8125,1576,7,3,3,614.0,50,2.5,0,0,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,197000
2468,7200,1262,6,3,3,572.0,120,2.0,0,0,905.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,185000
2469,7500,1266,7,3,3,453.0,182,2.0,1,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,176000
2470,7200,1301,7,3,3,572.0,337,3.0,0,0,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,187750
2471,7733,1142,6,2,3,0.0,54,1.5,1,1,24.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,139500
2472,11024,1400,7,3,3,612.0,199,2.0,1,0,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,186800
2473,13072,1131,6,2,3,0.0,39,1.5,1,0,0.0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,132000
2474,13072,1141,6,3,2,484.0,0,1.5,1,1,0.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,142500
2475,13072,1158,6,2,3,576.0,50,2.5,2,2,941.0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,158000
2476,7800,1686,7,3,3,462.0,245,2.5,1,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,184000
2477,7632,1585,7,3,3,449.0,177,2.5,1,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,184900
2478,8304,1837,6,2,2,688.0,315,2.5,9,8,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,187000
2479,7153,1603,6,3,3,484.0,124,2.5,14,14,387.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,175900
2480,9370,1731,6,3,3,462.0,616,3.5,14,13,758.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,248500
2481,7175,1398,6,3,3,542.0,46,3.0,16,15,904.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,172000
2482,7175,1217,6,3,3,484.0,64,2.0,15,15,278.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,151000
2483,9019,1320,6,2,3,472.0,40,2.5,12,12,274.0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,150000
2484,8900,1056,4,2,2,384.0,42,2.0,40,40,1056.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,107000
2485,7800,965,5,2,2,300.0,421,2.0,41,41,641.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,119900
2486,9100,988,5,2,2,624.0,0,2.0,44,44,36.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,129500
2487,9100,1728,5,2,2,504.0,0,3.0,43,43,1332.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,125000
2488,8927,1654,6,2,2,528.0,0,2.0,29,29,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,119500
2489,9240,1211,5,2,2,576.0,161,1.0,44,4,612.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,144000
2490,8471,1212,6,2,2,492.0,304,2.0,29,11,506.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,151000
2491,9308,984,5,2,2,310.0,0,1.0,41,41,554.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,126000
2492,8450,909,5,2,2,294.0,155,1.0,38,38,432.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,116000
2493,8638,925,5,2,2,484.0,277,2.0,43,43,181.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,133500
2494,13052,1024,5,2,2,308.0,0,1.5,41,41,712.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,120875
2495,13526,935,5,2,2,288.0,180,2.0,41,41,935.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,137000
2496,8020,912,5,2,2,0.0,0,1.0,42,42,644.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,124000
2497,6993,1236,5,2,2,288.0,0,1.0,45,12,465.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,135000
2498,8789,941,5,2,2,288.0,64,1.0,39,39,659.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,129200
2499,14330,2646,7,3,3,550.0,741,4.0,32,32,1520.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,260000
2500,16059,2417,8,3,3,462.0,209,2.5,15,14,0.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,260000
2501,11025,2826,8,3,3,888.0,571,3.5,14,13,1118.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,334000
2502,14541,2520,8,3,3,796.0,264,3.5,13,13,1012.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,310000
2503,13346,2295,7,3,3,590.0,40,3.5,14,6,728.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,268000
2504,12461,1624,8,3,3,757.0,306,3.0,12,11,1456.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,262000
2505,3628,1143,7,3,3,588.0,191,1.5,2,2,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,176400
2506,3316,1247,8,3,3,550.0,84,2.5,1,1,1039.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,197000
2507,3180,1200,7,2,3,480.0,166,2.5,1,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,151000
2508,2544,1223,7,3,3,480.0,166,2.5,1,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,147400
2509,2544,1223,7,3,3,480.0,166,2.5,1,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,149900
2510,3180,1200,7,3,3,480.0,166,2.5,1,1,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,144152
2511,2998,1524,6,3,3,440.0,32,2.5,6,6,353.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,166000
2512,3735,1452,7,3,3,506.0,34,3.5,7,7,450.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,183900
2513,2651,1382,7,3,3,490.0,203,3.5,6,6,641.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,165000
2514,4447,1080,7,3,3,496.0,50,2.5,3,3,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,139000
2515,8314,1694,7,3,3,434.0,492,2.5,9,8,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,200000
2516,7180,1568,8,3,3,564.0,266,2.0,5,4,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,221000
2517,9549,1494,8,3,4,481.0,246,2.5,11,10,1494.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,270000
2518,11250,1208,6,3,2,546.0,240,2.5,29,29,767.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,165000
2519,3760,1235,8,3,2,484.0,211,2.0,26,26,1191.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,214000
2520,3640,1036,8,3,3,484.0,241,2.0,26,26,860.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,188000
2521,3874,1226,8,3,3,484.0,211,2.0,26,26,807.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,190000
2522,3876,1226,8,3,3,484.0,193,2.0,28,28,1178.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,170000
2523,50271,1842,9,3,3,894.0,929,2.5,25,19,1810.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,385000
2524,13110,1193,5,2,2,501.0,293,3.0,34,34,962.0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,146500
2525,10192,1920,7,2,3,487.0,98,3.0,38,14,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,170000
2526,20781,2156,7,2,2,508.0,370,2.0,38,3,365.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,262500
2527,11700,1416,6,2,2,776.0,288,2.5,38,38,404.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,179900
2528,11029,2654,6,2,3,619.0,287,3.5,38,22,619.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,250000
2529,10400,1790,6,2,2,484.0,295,3.0,34,34,247.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,165150
2530,10140,1334,7,2,2,477.0,319,3.0,39,39,621.0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,164500
2531,9600,1164,7,2,2,528.0,0,1.5,37,37,0.0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,140000
2532,9750,980,5,2,2,384.0,68,2.0,39,39,880.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,135500
2533,9600,1051,5,2,2,504.0,0,2.0,38,38,758.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,142000
2534,8640,1770,5,2,2,530.0,330,2.5,38,38,844.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,155000
2535,9360,976,6,2,3,504.0,94,2.0,38,2,760.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,157500
2536,8400,1052,5,2,2,288.0,356,2.5,38,38,1016.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,138500
2537,8400,898,5,2,2,326.0,143,2.0,38,38,744.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,140000
2538,9759,1051,5,2,2,264.0,270,2.0,40,40,799.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,124400
2539,9600,1141,5,2,2,568.0,78,2.0,39,39,1004.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,158000
2540,9230,1200,5,2,3,884.0,64,2.5,41,8,661.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,146000
2541,14803,1993,6,2,2,495.0,66,2.5,35,35,416.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,190000
2542,10659,1050,5,2,2,368.0,319,2.0,45,45,915.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,136500
2543,9100,864,5,2,2,624.0,0,2.0,48,48,695.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,129900
2544,8393,1712,5,2,2,588.0,326,2.0,47,1,528.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,145000
2545,8800,1565,6,2,3,299.0,436,3.0,41,6,1153.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,185900
2546,8800,1251,6,2,2,461.0,116,2.0,42,42,553.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,160000
2547,10368,1488,6,2,2,430.0,214,2.5,42,42,1008.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,167000
2548,9350,1440,5,2,2,480.0,272,1.5,42,42,360.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,157500
2549,10382,1095,6,2,2,264.0,0,2.0,48,48,513.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,140000
2550,8973,1053,5,2,4,750.0,260,2.0,48,15,595.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,150000
2551,10800,1248,5,2,2,286.0,0,2.0,46,46,632.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,151500
2552,8550,816,6,2,2,240.0,268,2.0,72,56,574.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,129800
2553,11425,1008,5,2,2,275.0,120,1.0,52,52,486.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,137000
2554,9724,1043,5,2,2,273.0,173,1.0,59,56,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,137000
