Order,HouseFunctional,Lot Area,Gr Liv Area,SalePrice,Bsmt Cond,Bsmt Qual,Exter Cond,Exter Qual,Kitchen Qual,Overall Cond,Overall Qual,Bsmt Unf SF,BsmtFin Type 1,BsmtFin Type 2,Central Air,Electrical,Exterior_AsbShng,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_PreCast,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,Fireplace Qu,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Garage Cond,Garage Finish,Garage Qual,Half Bath,Heating QC,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,House Style_1.5Unf,House Style_2.5Unf,HouseIsNew,HouseIsreModeled,Kitchen Qual,Low Qual Fin SF,MS SubClass,MS Zoning,Paved Drive,Pool QC,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Street_Grvl,Street_Pave,Utilities
2347,7,10464,1102,169000,4,5,2,2,2,6,6,138.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,2,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,85,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2348,7,10400,1872,241500,4,5,2,2,2,5,7,916.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,1,0,0,0,0,3,3,3,0,3,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2349,7,10530,1857,188900,4,4,2,2,2,5,7,945.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,2,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2350,7,10240,1686,207500,4,5,3,2,2,6,6,0.0,3,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2351,7,16692,2784,250000,4,5,2,2,3,5,7,133.0,3,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,2,3,1,2,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2352,7,11475,1552,179900,4,5,2,2,2,6,6,163.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,0,3,2,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2353,7,9927,1083,172000,4,5,2,3,2,5,7,42.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,1,0,0,0,0,3,2,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,85,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2354,7,9512,2318,294323,4,5,2,3,3,5,7,172.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2355,7,10530,1875,184500,3,4,2,2,3,6,6,127.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,2,3,0,2,0,1,0,0,0,0,0,0,0,1,3,0,80,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2356,7,10140,1074,153500,4,5,2,2,2,6,5,268.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2357,7,10140,1664,162900,4,5,2,2,2,5,7,638.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2358,7,10140,1309,181000,4,4,2,2,3,6,6,0.0,4,2,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0,3,2,3,1,1,0,1,0,0,0,0,0,0,0,1,3,0,20,6,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
2359,7,10000,1103,155000,4,4,2,2,2,6,6,348.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2360,7,15870,1096,138800,4,4,2,2,2,5,5,230.0,3,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2361,7,9353,864,116050,4,4,2,2,2,5,4,864.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,3,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2362,7,8125,858,88000,4,4,2,2,2,4,4,244.0,3,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2363,7,7200,874,97500,4,4,2,2,2,4,4,224.0,2,2,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2364,7,8773,1419,190000,4,5,2,3,3,5,6,536.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,120,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2365,7,2760,1092,105500,4,4,2,2,2,5,6,525.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,160,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2366,6,2160,1365,125500,4,4,2,2,3,6,5,363.0,2,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0,3,1,3,1,3,0,1,0,0,0,0,0,0,0,0,3,0,160,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2367,7,1953,987,83000,3,4,2,2,2,5,6,174.0,3,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,160,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2368,7,1890,1030,116000,4,4,2,2,2,7,6,212.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,1,4,0,1,0,0,0,0,0,0,0,0,2,0,160,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2369,7,1680,1218,91500,4,4,2,2,2,5,6,672.0,1,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,2,0,160,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2370,7,1680,1218,118000,4,4,2,2,2,7,6,355.0,3,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,1,3,0,1,0,0,0,0,0,0,0,0,2,0,160,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2371,7,1680,948,89000,4,4,2,2,2,5,6,207.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,160,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2372,7,1680,1092,108000,4,4,2,2,2,5,6,143.0,3,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,1,3,0,1,0,0,0,0,0,0,0,0,2,0,160,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2373,7,1680,987,94500,4,4,2,2,2,5,6,483.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,3,1,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,160,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2374,7,4043,1069,146300,4,5,2,2,2,5,6,186.0,4,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,3,2,3,0,3,0,1,0,0,0,0,0,0,0,0,2,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2375,7,7514,1387,145000,4,4,2,2,2,7,5,462.0,4,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,2,3,0,2,0,1,0,0,0,0,0,0,0,1,2,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
2376,7,7838,900,123000,4,4,2,2,2,5,5,95.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,3,2,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,85,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2377,7,2280,1055,137500,4,4,2,2,2,7,7,443.0,4,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2378,7,2179,1456,144000,4,5,2,2,2,5,6,785.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,2,3,1,3,0,1,0,0,0,0,0,0,0,0,2,0,160,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2379,7,16737,1980,315000,4,5,2,3,4,5,9,533.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,4,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
2380,7,16387,2589,412083,5,5,2,3,4,5,9,369.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,1,3,0,1,0,0,0,0,0,0,1,0,4,0,60,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
2381,7,16259,2596,342643,5,5,2,2,3,5,9,1249.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,1,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2382,7,16163,1618,252000,4,5,2,3,3,5,8,1618.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2383,7,13891,2076,465000,5,5,2,4,4,5,10,690.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,1,0,4,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2384,7,12228,1740,293000,5,5,2,3,3,5,7,1721.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,1,0,3,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
2385,7,14780,1868,415000,4,5,2,4,4,5,9,363.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,0,4,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
2386,7,16033,1850,326000,4,5,2,3,3,5,9,572.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
2387,7,14215,2376,325300,4,5,2,3,3,5,8,1158.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2388,7,13418,2452,309000,4,5,2,3,3,5,8,1117.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2389,7,13975,2206,300000,4,5,2,3,4,5,9,1090.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,1,4,0,60,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
2390,7,10240,2098,275500,4,5,2,3,4,5,8,1030.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,1,3,0,1,0,0,0,0,0,0,0,0,4,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2391,7,9942,2091,338500,5,5,2,4,4,5,9,316.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,1,4,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2392,7,11924,2324,345000,4,5,2,4,4,5,9,177.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,4,0,60,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
2393,7,12867,2253,344133,4,5,2,3,4,5,8,1209.0,1,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,1,4,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2394,7,10672,2389,298236,4,5,2,3,3,5,8,1054.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,3,0,1,0,0,0,0,0,0,1,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2395,7,11643,2358,329900,4,5,2,3,4,5,8,644.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,1,4,0,60,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
2396,7,12378,1944,360000,4,5,2,3,4,5,9,622.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,4,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2397,7,11065,1970,281000,4,5,2,3,4,5,8,1085.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,1,0,4,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2398,7,13758,1792,372397,4,5,2,4,3,5,9,560.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2399,7,14828,1780,378000,4,5,2,4,4,5,9,397.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,4,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
2400,7,11846,1792,374000,4,5,2,3,4,5,9,225.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,4,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
2401,7,20431,2728,437154,4,5,2,4,4,5,9,438.0,5,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,1,4,0,60,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
2402,7,10927,1904,275000,4,5,2,3,4,5,8,512.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,4,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2403,7,13215,1914,279000,4,5,2,3,3,5,8,426.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2404,7,7052,1364,185850,4,5,2,3,3,5,7,705.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2405,7,5911,1565,282500,4,5,2,4,4,5,9,1088.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,0,4,0,120,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
2406,7,6955,1368,202500,4,5,2,3,3,5,7,1368.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2407,7,6792,1368,202665,4,5,2,3,3,5,7,1368.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2408,7,7740,1686,332200,5,5,2,3,4,5,9,663.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,1,0,4,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
2409,7,6373,1666,310090,5,5,2,4,3,5,9,1251.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,1,0,3,0,120,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
2410,7,3136,1405,171750,4,5,2,3,3,5,7,1405.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2411,7,10237,1316,169990,4,5,2,3,3,5,6,1288.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2412,7,10237,1456,170440,4,5,2,3,3,5,6,728.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2413,7,10237,1492,169985,4,5,2,3,3,5,7,738.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,1,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2414,7,17104,1496,179665,5,5,2,3,3,5,7,100.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,1,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2415,7,14054,1863,219210,4,5,2,3,3,5,7,879.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,1,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
2416,7,11660,1326,174190,4,5,2,3,3,5,6,1326.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,1,0,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
