Order,SalePrice,Lot Area,Gr Liv Area,Overall Qual,Exter Qual,Kitchen Qual,Garage Area,PorchSFTotal,BathroomsTotal,HouseAge,HouseRemodelAge,Total Bsmt SF,Railroad_Near,Railroad_Adjacent,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD
2317,320000,310048,39392,112,48,48,9216.0,8624,56.0,16,0,912.0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0
2318,240000,237744,26720,112,48,48,11040.0,3264,32.0,0,0,0.0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0
2319,250000,210048,33024,128,48,48,8432.0,1904,40.0,16,16,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2320,239900,167408,28816,128,48,48,12800.0,1856,40.0,16,16,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2321,309000,220016,35392,112,48,48,12368.0,6240,56.0,16,0,960.0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0
2322,274725,372112,32336,112,48,48,6752.0,1600,40.0,0,0,0.0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0
2323,270000,367024,75236,224,84,84,17304.0,5040,70.0,336,336,0.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28
2324,183500,129216,18704,96,32,32,6432.0,2720,40.0,208,192,11280.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2325,165600,122960,24016,96,32,48,6720.0,4048,40.0,208,192,8288.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2326,176500,145344,26112,112,32,32,7392.0,448,40.0,128,128,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2327,130000,103628,33712,224,56,56,12908.0,5320,56.0,532,532,0.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28
2328,239000,148568,49476,196,84,84,14112.0,13328,84.0,532,532,19880.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28
2329,275000,183764,48776,224,84,84,15792.0,10528,84.0,588,588,32144.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28
2330,457347,448644,78344,252,84,112,18760.0,6132,126.0,28,0,34104.0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0
2331,545224,505736,94920,280,112,112,21224.0,6664,98.0,0,0,0.0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0
2332,356383,344176,69244,252,84,84,18900.0,7980,70.0,0,0,5740.0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0
2333,556581,449568,80304,252,84,112,20048.0,9016,98.0,28,0,6720.0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0
2334,361919,348264,72128,224,112,112,18648.0,11872,70.0,0,0,0.0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0
2335,535000,449456,75544,280,112,112,20608.0,7000,98.0,0,0,33768.0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0
2336,401179,445816,78260,252,84,112,18480.0,10472,98.0,28,0,0.0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0
2337,438780,383096,82460,280,112,84,17948.0,6412,98.0,0,0,0.0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0
2338,169000,236192,37120,80,32,32,10752.0,4224,32.0,928,896,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2339,145000,554400,16896,80,32,32,9152.0,4224,32.0,816,816,16896.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2340,318000,228116,47992,252,84,84,14476.0,5908,84.0,28,28,33348.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28
2341,319000,316456,51128,224,84,84,21224.0,10500,84.0,28,0,39816.0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0
2342,470000,511308,56000,252,112,112,20216.0,16128,98.0,28,28,39648.0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28
2343,202500,212175,24315,105,45,45,6600.0,2295,45.0,330,120,3195.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15
2344,229000,207555,32745,105,45,45,11790.0,0,37.5,270,270,18060.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15
2345,235000,249885,33945,105,30,45,8085.0,3750,52.5,435,180,11925.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15
2346,190000,282000,23610,90,30,30,8490.0,6255,52.5,450,450,10680.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15
2347,169000,156960,16530,90,30,30,8730.0,2430,30.0,390,390,12750.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15
2348,241500,156000,28080,105,30,30,9060.0,3540,37.5,270,270,13935.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15
2349,188900,157950,27855,105,30,30,7230.0,7575,37.5,420,420,0.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15
2350,207500,153600,25290,90,30,30,9180.0,7725,45.0,390,390,25290.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15
2351,250000,250380,41760,105,30,45,8460.0,8280,67.5,420,420,18885.0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,15
2352,179900,172125,23280,90,30,30,6510.0,6255,52.5,465,465,8250.0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,15
2353,172000,148905,16245,105,45,30,8940.0,7260,30.0,450,450,15075.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15
2354,294323,209264,50996,154,66,66,11902.0,5412,77.0,22,0,17336.0,0,22,0,0,0,22,0,0,0,0,0,0,22,0,0,0
2355,184500,157950,28125,90,30,45,7275.0,1140,45.0,465,90,8220.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15
2356,153500,152100,16110,75,30,30,7425.0,1320,37.5,465,465,11820.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15
2357,162900,152100,24960,105,30,30,7920.0,4305,37.5,450,450,2910.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15
2358,181000,152100,19635,90,30,45,7260.0,3975,37.5,480,105,15600.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15
2359,155000,150000,16545,90,30,30,6930.0,5685,30.0,480,480,11325.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15
2360,138800,190440,13152,60,24,24,3588.0,3264,24.0,444,444,10392.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2361,116050,112236,10368,48,24,24,3360.0,0,12.0,432,432,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
2362,88000,97500,10296,48,24,24,0.0,0,12.0,420,420,7368.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
2363,97500,86400,10488,48,24,24,6912.0,756,18.0,420,420,7680.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
2364,190000,105276,17028,72,36,36,6516.0,3168,36.0,48,48,11412.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
2365,105500,8280,3276,18,6,6,1320.0,0,4.5,99,99,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
2366,125500,6480,4095,15,6,9,1320.0,108,4.5,99,99,1206.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
2367,83000,5859,2961,18,6,6,792.0,216,4.5,99,99,927.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
2368,116000,5670,3090,18,6,6,792.0,0,4.5,102,102,846.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
2369,91500,5040,3654,18,6,6,0.0,603,4.5,105,105,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2370,118000,5040,3654,18,6,6,792.0,84,6.0,102,102,951.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
2371,89000,5040,2844,18,6,6,792.0,0,4.5,102,102,828.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
2372,108000,5040,3276,18,6,6,792.0,1056,4.5,102,102,1146.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
2373,94500,5040,2961,18,6,6,864.0,0,4.5,102,102,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
2374,146300,40430,10690,60,20,20,4400.0,2800,25.0,310,310,8830.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
2375,145000,90168,16644,60,24,24,3600.0,2880,24.0,468,372,5772.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
2376,123000,94056,10800,60,24,24,3456.0,3828,24.0,468,468,9228.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
2377,137500,22800,10550,70,20,20,3190.0,290,30.0,300,300,6120.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
2378,144000,21790,14560,60,20,20,4600.0,280,25.0,300,300,700.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
2379,315000,451899,53460,243,81,108,20790.0,6453,81.0,54,27,39069.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,27
2380,412083,442449,69903,243,81,108,22437.0,0,94.5,0,0,36963.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2381,342643,438993,70092,243,54,81,22680.0,10638,94.5,0,0,0.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2382,252000,436401,43686,216,81,81,23760.0,0,54.0,54,54,0.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,27
2383,465000,375057,56052,270,108,108,22950.0,12015,94.5,0,0,37422.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2384,293000,330156,46980,189,81,81,23598.0,1161,54.0,0,0,0.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2385,415000,399060,50436,243,108,108,29295.0,15282,81.0,27,27,40635.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,27
2386,326000,432891,49950,243,81,81,20844.0,17037,81.0,54,27,34047.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,27
2387,325300,383805,64152,216,81,81,23031.0,10638,94.5,27,0,0.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2388,309000,362286,66204,216,81,81,18657.0,3915,94.5,54,27,0.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,27
2389,300000,377325,59562,243,81,108,18090.0,6561,67.5,27,0,0.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2390,275500,276480,56646,216,81,108,23706.0,6588,67.5,27,27,0.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,27
2391,338500,268434,56457,243,108,108,14067.0,7506,94.5,27,0,34830.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2392,345000,321948,62748,243,108,108,19872.0,4536,108.0,27,0,26946.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2393,344133,347409,60831,216,81,108,15525.0,10395,67.5,27,0,0.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2394,298236,288144,64503,216,81,81,18144.0,6480,67.5,0,0,0.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2395,329900,314361,63666,216,81,108,21168.0,4158,94.5,27,0,23760.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2396,360000,334206,52488,243,81,108,19116.0,10341,81.0,81,54,34398.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,27
2397,281000,298755,53190,216,81,108,20331.0,6777,67.5,0,0,0.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2398,372397,371466,48384,243,108,81,24975.0,6831,81.0,27,0,33264.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2399,378000,400356,48060,243,108,108,22032.0,5724,81.0,54,27,37341.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,27
2400,374000,319842,48384,243,81,108,23598.0,6885,81.0,81,54,42309.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,27
2401,437154,551637,73656,243,108,108,19062.0,0,94.5,27,0,38070.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2402,275000,295029,51408,216,81,108,19872.0,6453,94.5,27,27,14742.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,27
2403,279000,356805,51678,216,81,81,20142.0,7965,94.5,54,54,26838.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,27
2404,185850,190404,36828,189,81,81,13068.0,6156,81.0,27,27,17793.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,27
2405,282500,159597,42255,243,108,108,15012.0,6804,81.0,27,27,12744.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,27
2406,202500,187785,36936,189,81,81,12798.0,4509,54.0,27,0,0.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2407,202665,183384,36936,189,81,81,12798.0,4509,54.0,27,0,0.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2408,332200,208980,45522,243,81,108,24273.0,9882,81.0,0,0,27621.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2409,310090,172071,44982,243,108,81,15525.0,8181,81.0,0,0,11205.0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0
2410,171750,84672,37935,189,81,81,12906.0,4968,54.0,81,81,0.0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,27
2411,169990,163792,21056,96,48,48,6352.0,1968,32.0,16,0,448.0,0,16,0,0,0,16,0,0,0,0,0,0,16,0,0,0
2412,170440,163792,23296,96,48,48,6240.0,384,40.0,16,0,0.0,0,16,0,0,0,16,0,0,0,0,0,0,16,0,0,0
2413,169985,163792,23872,112,48,48,7040.0,512,40.0,0,0,0.0,0,16,0,0,0,16,0,0,0,0,0,0,16,0,0,0
2414,179665,273664,23936,112,48,48,6816.0,1984,56.0,0,0,8864.0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0
2415,219210,224864,29808,112,48,48,10560.0,1872,40.0,0,0,0.0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0
2416,174190,186560,21216,96,48,48,6832.0,1600,32.0,0,0,0.0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0
2417,172785,249248,23296,96,48,32,6864.0,0,40.0,0,0,0.0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0
2418,258000,186096,37968,128,48,48,10112.0,2656,40.0,32,16,0.0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0
2419,185101,145168,23872,112,48,48,7040.0,2112,40.0,0,0,0.0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0
2420,210250,55566,24552,126,54,54,7866.0,2088,54.0,0,0,8154.0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0
2421,234000,57528,28026,126,54,54,7560.0,2934,36.0,54,36,0.0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18
2422,215000,57528,26208,144,54,54,7200.0,2934,36.0,54,54,0.0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18
2423,246990,52884,27198,126,54,54,7164.0,2880,54.0,72,72,18684.0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18
2424,178740,55296,25452,126,54,54,7164.0,2952,36.0,36,36,0.0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18
2425,225000,55296,27864,126,54,54,6984.0,2934,54.0,36,36,19062.0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18
2426,167240,54180,22464,126,54,54,7884.0,1944,36.0,18,0,288.0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0
2427,156820,54180,20556,126,54,54,7920.0,1620,36.0,18,0,288.0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0
2428,213490,54234,27108,126,54,54,7920.0,2916,36.0,18,18,288.0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18
2429,264561,71676,28206,144,54,72,11664.0,5616,54.0,0,0,20772.0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0
2430,246578,72810,27000,126,54,54,11664.0,3258,54.0,0,0,19260.0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0
2431,192140,350880,29408,80,48,32,5952.0,2240,40.0,16,16,0.0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2432,183200,125776,24144,96,48,48,6288.0,2800,56.0,64,48,7312.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2433,178000,144896,22624,128,48,48,6448.0,2160,40.0,32,32,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2434,201490,146736,25568,112,48,48,6928.0,2368,40.0,32,16,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2435,230500,179104,30976,128,48,48,8064.0,4992,40.0,96,96,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2436,180000,126000,24144,112,48,48,6288.0,1200,40.0,48,48,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2437,172400,129936,26624,96,32,32,7360.0,2240,40.0,96,96,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2438,215000,138528,30224,96,32,32,6896.0,0,40.0,96,96,11712.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2439,199900,179424,30176,112,48,48,6896.0,1424,40.0,128,112,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2440,173000,173632,26736,96,32,32,7552.0,608,56.0,96,96,12576.0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2441,287602,193664,37152,112,48,48,9872.0,7120,56.0,0,0,0.0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0
2442,230000,139808,36656,112,48,48,6864.0,3072,40.0,112,112,0.0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16
2443,348000,245752,62192,208,78,78,22620.0,1820,91.0,234,208,27924.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
2444,286000,251160,51376,208,78,78,23010.0,6266,91.0,208,208,20566.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
2445,300000,248170,58084,208,78,78,19968.0,1300,91.0,156,156,13130.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
2446,625000,929760,94302,260,78,78,20982.0,11362,117.0,286,260,36062.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
2447,405000,240058,74230,234,78,104,20124.0,7852,91.0,156,156,30732.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
2448,280000,312286,50024,208,78,78,15392.0,17082,91.0,208,208,24856.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
2449,258000,314340,58838,208,78,78,10920.0,6942,65.0,208,208,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2450,350000,260494,70876,208,78,78,18850.0,16744,65.0,286,286,13702.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
2451,584500,448292,91000,234,78,104,24934.0,30316,117.0,338,312,43810.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
2452,321000,266136,64844,208,78,78,20878.0,7670,91.0,312,286,14248.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
2453,290000,263120,65676,208,78,78,21944.0,10062,91.0,312,312,19240.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
2454,315000,327210,72774,208,78,78,18304.0,14768,91.0,338,338,33436.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
2455,252000,273834,43208,176,66,66,16720.0,5940,55.0,22,0,0.0,0,22,0,0,0,22,0,0,0,0,0,0,22,0,0,0
2456,336820,334796,36740,176,66,66,20416.0,9680,77.0,0,0,34364.0,0,22,0,0,0,22,0,0,0,0,0,0,22,0,0,0
2457,423000,459712,46134,176,66,88,24948.0,10098,55.0,22,0,37862.0,0,22,0,0,0,22,0,0,0,0,0,0,22,0,0,0
2458,290000,224004,36520,176,66,66,11000.0,8184,66.0,0,0,26840.0,22,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0
2459,232000,191136,35552,154,66,66,18348.0,5874,44.0,22,22,0.0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22
2460,199000,240592,33088,176,66,66,11220.0,3168,44.0,0,0,0.0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0
2461,198600,190080,28116,176,66,66,12848.0,1320,44.0,0,0,528.0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0
2462,405749,289564,58080,198,66,88,17424.0,5830,99.0,0,0,40392.0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0
2463,232600,246752,32758,176,66,66,17072.0,3080,44.0,0,0,0.0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0
2464,266000,236016,42658,176,66,66,23166.0,5346,55.0,0,0,0.0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0
2465,186500,178750,34166,154,66,66,13530.0,990,55.0,22,0,0.0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0
2466,200825,178750,37752,132,66,66,13530.0,1166,55.0,22,22,0.0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22
2467,197000,178750,34672,154,66,66,13508.0,1100,55.0,0,0,0.0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0
2468,185000,158400,27764,132,66,66,12584.0,2640,44.0,0,0,19910.0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0
2469,176000,165000,27852,154,66,66,9966.0,4004,44.0,22,22,0.0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22
2470,187750,158400,28622,154,66,66,12584.0,7414,66.0,0,0,0.0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0
2471,139500,108262,15988,84,28,42,0.0,756,21.0,14,14,336.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
2472,186800,154336,19600,98,42,42,8568.0,2786,28.0,14,0,0.0,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0
2473,132000,183008,15834,84,28,42,0.0,546,21.0,14,0,0.0,0,14,0,0,0,14,0,0,0,0,0,0,14,0,0,0
2474,142500,183008,15974,84,42,28,6776.0,0,21.0,14,14,0.0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2475,158000,183008,16212,84,28,42,8064.0,700,35.0,28,28,13174.0,0,14,0,0,0,14,0,0,0,0,0,0,14,0,0,0
2476,184000,109200,23604,98,42,42,6468.0,3430,35.0,14,14,0.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
2477,184900,106848,22190,98,42,42,6286.0,2478,35.0,14,14,0.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
2478,187000,116256,25718,84,28,28,9632.0,4410,35.0,126,112,0.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
2479,175900,100142,22442,84,42,42,6776.0,1736,35.0,196,196,5418.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
2480,248500,131180,24234,84,42,42,6468.0,8624,49.0,196,182,10612.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2481,172000,100450,19572,84,42,42,7588.0,644,42.0,224,210,12656.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
2482,151000,100450,17038,84,42,42,6776.0,896,28.0,210,210,3892.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
2483,150000,126266,18480,84,28,42,6608.0,560,35.0,168,168,3836.0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,14
2484,107000,124600,14784,56,28,28,5376.0,588,28.0,560,560,14784.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14
2485,119900,109200,13510,70,28,28,4200.0,5894,28.0,574,574,8974.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2486,129500,72800,7904,40,16,16,4992.0,0,16.0,352,352,288.0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,8
2487,125000,72800,13824,40,16,16,4032.0,0,24.0,344,344,10656.0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0
2488,119500,71416,13232,48,16,16,4224.0,0,16.0,232,232,0.0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,8
2489,144000,73920,9688,40,16,16,4608.0,1288,8.0,352,32,4896.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
2490,151000,67768,9696,48,16,16,3936.0,2432,16.0,232,88,4048.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
2491,126000,74464,7872,40,16,16,2480.0,0,8.0,328,328,4432.0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
2492,116000,67600,7272,40,16,16,2352.0,1240,8.0,304,304,3456.0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0
2493,133500,69104,7400,40,16,16,3872.0,2216,16.0,344,344,1448.0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,8
2494,120875,104416,8192,40,16,16,2464.0,0,12.0,328,328,5696.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
2495,137000,108208,7480,40,16,16,2304.0,1440,16.0,328,328,7480.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
2496,124000,64160,7296,40,16,16,0.0,0,8.0,336,336,5152.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
2497,135000,55944,9888,40,16,16,2304.0,0,8.0,360,96,3720.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
2498,129200,70312,7528,40,16,16,2304.0,512,8.0,312,312,5272.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
2499,260000,343920,63504,168,72,72,13200.0,17784,96.0,768,768,36480.0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,24
2500,260000,417534,62842,208,78,78,12012.0,5434,65.0,390,364,0.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
2501,334000,286650,73476,208,78,78,23088.0,14846,91.0,364,338,29068.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
2502,310000,378066,65520,208,78,78,20696.0,6864,91.0,338,338,26312.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2503,268000,346996,59670,182,78,78,15340.0,1040,91.0,364,156,18928.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
2504,262000,323986,42224,208,78,78,19682.0,7956,78.0,312,286,37856.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26
2505,176400,79816,25146,154,66,66,12936.0,4202,33.0,44,44,0.0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22
2506,197000,72952,27434,176,66,66,12100.0,1848,55.0,22,22,22858.0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22
2507,151000,69960,26400,154,44,66,10560.0,3652,55.0,22,22,0.0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22
2508,147400,55968,26906,154,66,66,10560.0,3652,55.0,22,22,0.0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22
2509,149900,55968,26906,154,66,66,10560.0,3652,55.0,22,22,0.0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22
2510,144152,69960,26400,154,66,66,10560.0,3652,55.0,22,22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2511,166000,65956,33528,132,66,66,9680.0,704,55.0,132,132,7766.0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22
