Order,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Val,SalePrice,SalesPriceLog,Sale Condition_Abnorml,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD,NeighborhoodClass,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Neighbor_int,Neighbor_intsorted,Railroad_Adjacent,Railroad_Near,Street_Feeder,Street_Aterial,PosFeature_Adjacent,PosFeature_Near,Street_Grvl,Street_Pave,Gr Liv Area2,Gr Liv Area Log,Area1st2nd,Overall Qual2,Overall Cond2,Misc Feature_Gar2,Misc Feature_NA,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Exterior_AsbShng,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_PreCast,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,HouseAge,HouseRemodelAge,HouseIsreModeled,HouseIsNew,RenovationNeeded,BathroomsTotal,Functional_bin,PorchSFTotal,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,Garage Area2,GarageAge
2177,90,6,64.7942886352539,9555,0,2,5,3,4,5,5,6,1979,1979,0.0,2,2,0,0,0,0,0.0,0,0.0,0.0,0.0,2,1,4,1100,1133,0,2233,0.0,0.0,2,1,5,2,2,11,7,0,0,1979,3,2.0,579.0,3,4,2,0,0,0,0,0,0,0,0,0,141000,11.856515169360305,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,4986289,7.711101251840158,2233,25,36,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,28,28,0,0,0,2.5,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,335241.0,28
2178,20,6,74.0,8536,0,5,5,3,2,5,5,5,2006,2007,0.0,2,2,5,4,0,1,0.0,1,0.0,1125.0,0.0,3,1,4,1125,0,0,1125,0.0,0.0,1,1,2,1,2,5,7,0,0,2007,1,2.0,430.0,3,3,2,80,64,0,0,0,0,0,0,0,155000,11.951180395901384,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,1265625,7.025538314638521,1125,25,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,1,0,0,1.5,1,144,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,184900.0,0
2179,20,6,60.0,7024,0,5,5,3,3,5,5,5,2005,2006,0.0,2,2,5,5,0,4,980.0,1,0.0,110.0,980.0,3,1,4,1090,0,0,1090,1.0,1.0,1,1,2,1,2,5,7,0,0,2005,3,2.0,450.0,3,3,2,0,49,0,0,0,0,0,0,0,157000,11.964001084330445,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,1188100,6.993932975223189,1090,25,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2,1,1,0,0,2.5,1,49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,202500.0,2
2180,60,6,60.0,7023,0,5,5,3,3,5,5,5,2005,2006,0.0,2,2,5,5,0,5,611.0,1,0.0,123.0,611.0,3,1,4,734,674,0,1408,1.0,1.0,2,1,3,1,2,6,7,0,0,2005,3,2.0,489.0,3,3,2,0,85,0,0,0,0,0,0,0,171500,12.052338545588132,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,1982464,7.249925536717988,1408,25,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,2,1,1,0,0,3.5,1,85,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,239121.0,2
2183,180,5,35.0,3675,0,5,5,3,3,5,6,5,2005,2005,76.0,2,2,5,4,3,5,467.0,1,0.0,80.0,467.0,4,1,4,1072,0,0,1072,1.0,1.0,1,0,2,1,3,5,7,0,0,2005,3,2.0,525.0,3,3,2,0,44,0,0,0,0,0,0,0,140000,11.84939770159144,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,1149184,6.977281341630747,1072,36,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,2,2,0,0,0,2.0,1,44,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,275625.0,2
2184,20,6,64.0,6400,0,5,5,3,3,5,5,7,1959,2000,0.0,2,2,4,4,2,2,77.0,4,831.0,52.0,908.0,4,1,4,960,0,0,960,1.0,1.0,1,0,2,1,1,4,7,0,0,1959,1,1.0,392.0,3,3,2,144,0,35,0,0,0,0,0,0,131750,11.788661466403608,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,921600,6.866933284461882,960,25,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,48,7,1,0,1,2.0,1,179,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,153664.0,48
2185,90,6,74.0,6882,0,5,5,3,2,5,4,3,1955,1955,128.0,2,2,0,0,0,0,0.0,0,0.0,0.0,0.0,2,0,4,1152,0,0,1152,0.0,0.0,2,0,2,2,1,6,7,0,0,1955,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,61500,11.02679245379461,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,1327104,7.049254841255837,1152,16,9,False,True,False,False,False,False,True,False,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,52,52,0,0,1,2.0,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.0,52
2186,20,6,75.0,10215,0,5,2,3,3,5,4,5,1954,1954,132.0,2,2,4,4,0,4,492.0,1,0.0,372.0,492.0,4,1,4,948,0,0,948,0.0,0.0,1,0,3,1,2,5,7,0,0,1954,1,1.0,248.0,3,3,2,0,0,0,0,0,0,0,0,0,111000,11.617285480294472,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,898704,6.854354502255021,948,16,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,53,53,0,0,0,1.0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,61504.0,53
2187,90,6,52.0,8741,0,5,5,3,3,5,5,6,1946,1950,0.0,2,2,4,4,0,1,0.0,1,0.0,1195.0,0.0,2,0,4,1195,0,0,1195,0.0,0.0,2,0,4,2,2,8,7,0,0,1946,0,0.0,0.0,0,0,0,118,0,0,0,0,0,0,3,0,98500,11.49781182716018,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,1428025,7.085901464365611,1195,25,36,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,61,57,1,0,1,2.0,1,118,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.0,61
2188,30,4,70.0,4270,0,5,2,3,3,2,3,6,1931,2006,0.0,2,2,4,4,0,2,544.0,1,0.0,0.0,544.0,4,1,4,774,0,0,774,0.0,0.0,1,0,3,1,3,6,7,0,0,1931,0,0.0,0.0,0,0,2,0,0,286,0,0,0,0,0,0,79000,11.27720313144916,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,599076,6.651571873589727,774,9,36,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,76,1,1,0,0,1.0,1,286,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.0,76
2189,40,6,62.0,10042,0,5,2,3,2,5,6,8,1920,1995,0.0,2,2,4,4,0,2,144.0,4,278.0,238.0,422.0,2,1,4,740,125,0,865,1.0,1.0,1,0,2,1,2,4,7,1,4,1920,1,1.0,216.0,3,3,2,0,0,84,0,0,0,0,0,0,108500,11.594505451962652,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,748225,6.762729506931879,865,36,64,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,87,12,1,0,0,2.0,1,84,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,46656.0,87
2190,20,6,68.0,9450,0,5,2,3,3,2,4,5,1954,1954,0.0,2,2,4,4,0,2,552.0,1,0.0,342.0,552.0,4,1,4,894,0,0,894,0.0,0.0,1,0,3,1,2,5,7,0,0,1999,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,0,110000,11.608235644774552,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,799236,6.795705775173514,894,16,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,53,53,0,0,0,1.0,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,160000.0,8
2191,50,6,70.0,11767,0,5,5,3,3,5,4,7,1910,2000,0.0,2,2,3,4,0,1,0.0,1,0.0,560.0,0.0,3,0,4,796,550,0,1346,0.0,0.0,1,1,2,1,2,6,5,0,0,1950,1,1.0,384.0,2,3,2,168,24,0,0,0,0,0,3,0,112000,11.626254150277232,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,1811716,7.204892510204673,1346,16,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,97,7,1,0,1,1.5,1,192,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,147456.0,57
2192,20,6,60.0,8172,0,5,5,3,3,5,4,5,1955,1955,0.0,2,2,4,4,0,3,544.0,1,0.0,224.0,544.0,2,1,4,768,0,0,768,0.0,0.0,1,0,2,1,2,4,7,1,2,1959,1,1.0,355.0,3,3,2,0,0,196,0,0,0,0,2,0,125000,11.736069016284437,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,589824,6.643789733147672,768,16,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,52,52,0,0,1,1.0,1,196,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,126025.0,48
2193,20,6,60.0,8172,0,5,1,3,3,5,4,5,1955,1955,0.0,2,2,4,4,0,4,682.0,1,0.0,182.0,682.0,2,1,4,864,0,0,864,1.0,1.0,1,0,3,1,2,5,7,0,0,1996,1,2.0,528.0,3,3,0,196,0,0,0,0,0,0,0,0,79275,11.280678099406549,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,746496,6.761572768804055,864,16,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,52,52,0,0,1,2.0,1,196,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,278784.0,11
2194,20,6,60.0,8190,0,5,5,3,3,5,4,6,1954,1954,0.0,2,2,4,4,0,2,732.0,1,0.0,216.0,732.0,4,1,4,948,0,0,948,1.0,1.0,1,0,3,1,2,5,7,1,3,1956,1,1.0,280.0,3,3,2,0,36,0,0,0,0,0,0,0,119000,11.686878772093667,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,6,0,0,0,0,0,0,False,True,898704,6.854354502255021,948,16,36,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,53,53,0,0,0,2.0,1,36,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,78400.0,51
2195,190,4,60.0,10896,3,5,2,3,3,5,6,7,1914,1995,0.0,1,2,4,3,0,2,256.0,1,0.0,1184.0,256.0,4,1,3,1440,1440,515,3395,0.0,0.0,2,0,8,2,1,14,7,0,0,1914,0,0.0,0.0,0,0,0,0,110,0,0,0,0,0,0,0,200000,12.206072645530174,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,17,7,0,0,1,0,0,0,False,True,11526025,8.130059039992796,2880,36,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,93,12,1,0,1,2.0,1,110,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0,93
2196,90,6,60.0,10890,0,5,5,3,3,5,5,6,1923,1950,0.0,2,2,4,4,1,2,371.0,1,0.0,925.0,371.0,1,0,3,1296,1296,0,2592,2.0,2.0,2,0,6,2,2,12,5,0,0,1923,0,0.0,0.0,0,0,2,0,742,240,0,0,0,0,0,1512,150000,11.918390573078392,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,17,7,0,0,0,0,0,0,False,True,6718464,7.860185057472165,2592,25,36,False,False,False,True,False,False,False,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,84,57,1,0,1,4.0,1,982,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0,84
2197,70,6,55.0,10592,0,5,5,3,3,5,6,7,1923,1996,0.0,2,3,4,3,0,1,0.0,1,0.0,602.0,0.0,2,1,4,900,602,0,1502,0.0,0.0,1,1,3,1,3,7,7,2,3,1923,1,1.0,180.0,3,3,2,96,0,112,0,53,0,0,0,0,165000,12.013700752882718,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,20,0,0,0,0,0,0,False,True,2256004,7.31455283232408,1502,36,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,84,11,1,0,1,1.5,1,261,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,32400.0,84
2198,45,6,55.0,10594,0,5,5,3,3,5,5,5,1926,1950,0.0,2,2,4,4,0,1,0.0,1,0.0,768.0,0.0,1,0,4,789,0,0,789,0.0,0.0,1,0,2,1,2,5,7,0,0,1926,1,1.0,200.0,1,1,2,0,0,112,0,0,0,0,2,0,96500,11.477298287327077,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,20,0,0,0,0,0,0,False,True,622521,6.670766320845874,789,25,25,False,True,False,False,False,False,False,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,81,57,1,0,1,1.0,1,112,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,40000.0,81
2199,30,6,54.0,7223,0,5,5,3,3,5,5,5,1926,1950,0.0,2,2,4,4,1,3,319.0,1,0.0,971.0,319.0,2,1,4,1422,0,0,1422,0.0,0.0,1,0,3,1,2,6,7,0,0,1973,1,1.0,352.0,3,3,2,0,0,64,0,0,0,0,2,0,136500,11.824079893607152,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,20,0,0,0,0,0,0,False,True,2022084,7.259819610363186,1422,25,25,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,81,57,1,0,0,1.0,1,64,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,123904.0,34
2200,50,6,51.0,6821,0,5,1,3,3,5,6,7,1921,2005,0.0,2,2,4,4,0,3,113.0,1,0.0,538.0,113.0,3,1,4,759,539,0,1298,0.0,0.0,2,0,2,1,2,8,7,1,4,1994,1,1.0,240.0,3,3,1,216,0,168,0,0,0,0,0,0,146500,11.894780707439258,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,20,0,0,0,0,0,0,False,True,1684804,7.168579897264035,1298,36,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,86,2,1,0,0,2.0,1,384,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,57600.0,13
2201,50,6,60.0,7200,0,5,5,3,2,5,5,7,1937,1950,252.0,2,2,5,4,0,4,569.0,1,0.0,162.0,569.0,4,1,4,981,787,0,1768,1.0,1.0,1,1,3,1,3,7,7,2,3,1939,1,1.0,240.0,3,3,2,0,0,264,0,0,0,0,2,0,175000,12.072541252905651,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,17,7,0,0,1,0,0,0,False,True,3125824,7.477604243197589,1768,25,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,70,57,1,0,0,2.5,1,264,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,57600.0,68
2202,70,6,63.0,4000,0,5,5,3,3,5,7,8,1930,1995,0.0,2,2,5,4,0,5,246.0,1,0.0,285.0,246.0,2,1,4,567,531,0,1098,1.0,1.0,1,0,2,1,2,5,7,1,4,1930,1,1.0,216.0,3,3,2,0,0,0,0,0,0,0,2,0,148500,11.908340237224891,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,20,0,0,0,0,0,0,False,True,1205604,7.001245622069476,1098,49,64,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,77,12,1,0,0,2.0,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,46656.0,77
2203,70,6,53.0,6720,0,5,5,3,3,5,6,7,1921,1950,0.0,2,2,4,4,0,1,0.0,1,0.0,585.0,0.0,2,0,4,851,585,0,1436,0.0,0.0,1,0,3,1,2,7,7,1,4,1992,1,1.0,228.0,3,3,2,184,0,0,0,0,0,0,0,0,141500,11.86005499606543,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20,20,0,0,0,0,0,0,False,True,2062096,7.269616749608169,1436,36,49,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,86,57,1,0,0,1.0,1,184,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,51984.0,15
