Order,MS SubClass,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Val,Mo Sold,Yr Sold,SalePrice,SalesPriceLog,Railroad_Adjacent,Railroad_Near,Street_Feeder,Street_Aterial,PosFeature_Adjacent,PosFeature_Near,NeighborhoodClass,MS Zoning_ord,Street_Grvl,Street_Pave,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,HouseAge,RemodelAge,IsreModeled,IsNew,TotalBathrooms,TotalPorchSF,Mas Vnr Type_,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Roof Matl_ClyTile,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Misc Feature_Elev,Misc Feature_Gar2,Misc Feature_NA,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Exterior_AsbShng,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_PreCast,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_NA,GarageAge,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD
2520,120,36.0,3640,0,2,3,4,4,3,8,5,1980,1980,0.0,1,0,3.0,2.5,3.0,4.0,860.0,1.0,0.0,860.0,2,1,4.0,1036,0,0,1036,1.0,1.0,1,0,1,1,1,4,7,1,2.5,1980.0,3.0,3.0,3.0,2,133,108,0,0,0,0,0,0,0,9,2006,188000,12.144197241812087,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,26,26,1,0,2.0,241,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,False,True,False,26.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2521,120,40.0,3874,0,2,3,4,3,3,8,5,1980,1980,0.0,1,0,3.0,2.5,3.0,4.0,807.0,1.0,0.0,807.0,2,1,4.0,1226,0,0,1226,1.0,1.0,1,0,1,1,1,4,7,1,2.0,1980.0,3.0,3.0,3.0,2,133,78,0,0,0,0,0,0,0,7,2006,190000,12.154779351142624,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,26,26,1,0,2.0,211,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,False,False,False,False,False,26.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2522,120,40.0,3876,0,2,3,4,3,3,8,5,1978,1978,0.0,1,0,3.0,2.5,3.0,4.0,652.0,2.0,526.0,1178.0,2,1,4.0,1226,0,0,1226,1.0,1.0,1,0,1,1,1,4,7,1,2.5,1978.0,3.0,3.0,3.0,2,133,60,0,0,0,0,0,0,0,7,2006,170000,12.043553716032399,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,28,28,1,0,2.0,193,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,False,False,False,False,False,28.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2523,20,68.0,50271,0,2,2,4,3,3,9,5,1981,1987,0.0,1,0,4.0,2.5,3.0,4.0,1810.0,1.0,0.0,1810.0,3,1,4.0,1842,0,0,1842,2.0,2.0,0,1,0,1,1,5,7,1,3.0,1981.0,3.0,3.0,3.0,2,857,72,0,0,0,0,0,0,0,11,2006,385000,12.86099861326992,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,25,19,0,0,2.5,929,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,True,False,False,False,False,False,25.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2524,190,79.0,13110,0,2,3,4,2,3,5,6,1972,1972,144.0,0,0,3.0,2.5,0.0,4.0,962.0,1.0,0.0,962.0,4,1,4.0,1193,0,0,1193,1.0,1.0,2,0,2,1,0,6,7,0,0.0,1972.0,3.0,3.0,3.0,2,140,153,0,0,0,0,0,2,0,7,2006,146500,11.894780707439258,1.0,0.0,1.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,34,34,1,0,3.0,293,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,34.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2525,80,102.0,10192,0,2,3,4,3,3,7,6,1968,1992,143.0,0,0,2.5,2.5,0.0,1.0,0.0,1.0,0.0,0.0,3,1,4.0,1222,698,0,1920,0.0,0.0,3,0,4,1,1,8,7,1,2.5,1968.0,2.0,3.0,3.0,2,0,98,0,0,0,0,0,4,0,9,2006,170000,12.043553716032399,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,38,14,0,0,3.0,98,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,38.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2526,20,81.51764678955078,20781,0,1,3,4,4,3,7,7,1968,2003,0.0,0,0,2.5,2.5,0.0,3.0,297.0,2.0,68.0,365.0,2,1,4.0,2156,0,0,2156,0.0,0.0,2,0,3,1,0,9,7,1,3.0,1968.0,2.0,4.0,3.0,2,0,80,0,290,0,0,0,0,0,6,2006,262500,12.478006361013815,0.0,0.0,0.0,0.0,0.0,1.0,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,38,3,0,0,2.0,370,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,38.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2527,60,90.0,11700,0,3,3,4,2,3,6,6,1968,1968,420.0,0,0,2.5,2.5,0.0,3.5,404.0,1.0,0.0,404.0,3,1,4.0,708,708,0,1416,0.0,0.0,2,1,3,1,0,7,7,1,2.5,1968.0,2.0,3.0,3.0,2,0,169,0,0,119,0,0,0,0,5,2006,179900,12.100156419938624,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,38,38,1,0,2.5,288,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,38.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2528,60,81.51764678955078,11029,0,2,3,4,2,3,6,7,1968,1984,220.0,0,0,2.5,2.5,1.0,3.0,619.0,1.0,0.0,619.0,2,1,4.0,1512,1142,0,2654,1.0,1.0,2,1,4,1,1,9,7,1,3.0,1968.0,1.0,3.0,3.0,2,0,65,0,0,222,0,0,0,0,8,2006,250000,12.429216196844383,0.0,0.0,0.0,0.0,1.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,38,22,0,0,3.5,287,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,38.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2529,60,80.0,10400,0,3,3,4,3,3,6,5,1972,1972,288.0,0,0,2.5,2.5,0.0,2.0,247.0,1.0,0.0,247.0,3,1,4.0,1012,778,0,1790,1.0,1.0,1,2,4,1,0,8,5,1,2.5,1972.0,2.0,3.0,3.0,2,148,0,0,0,147,0,0,0,0,11,2006,165150,12.014609430818936,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,34,34,1,0,3.0,295,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,34.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2530,20,78.0,10140,0,3,3,4,3,3,7,6,1967,1967,264.0,0,0,2.5,2.5,0.0,3.0,553.0,2.0,68.0,621.0,3,1,4.0,1334,0,0,1334,1.0,1.0,2,0,3,1,0,7,7,0,0.0,1967.0,2.0,3.0,3.0,2,0,20,35,0,264,0,0,0,0,4,2006,164500,12.010665849187564,1.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,39,39,1,0,3.0,319,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,39.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2531,20,80.0,9600,0,3,3,4,3,3,7,5,1969,1969,168.0,0,0,2.5,2.5,0.0,1.0,0.0,1.0,0.0,0.0,2,1,4.0,1164,0,0,1164,0.0,0.0,1,1,3,1,0,6,7,0,0.0,1969.0,1.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,7,2006,140000,11.84939770159144,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,37,37,1,0,1.5,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,37.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
2532,80,75.0,9750,0,3,3,4,3,3,5,5,1967,1967,0.0,0,0,2.5,2.5,2.0,3.5,400.0,2.0,480.0,880.0,3,1,4.0,980,0,0,980,0.0,0.0,2,0,3,1,0,6,7,0,0.0,1967.0,3.0,3.0,3.0,2,68,0,0,0,0,0,0,0,0,10,2006,135500,11.816726919301892,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,39,39,1,0,2.0,68,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,39.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2533,20,80.0,9600,0,3,3,4,2,3,5,5,1968,1968,0.0,0,0,2.5,2.5,0.0,3.5,758.0,1.0,0.0,758.0,3,1,4.0,1051,0,0,1051,1.0,1.0,1,0,3,1,0,6,7,0,0.0,1968.0,2.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,7,2006,142000,11.863582336583399,0.0,0.0,1.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,38,38,1,0,2.0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,38.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2534,60,72.0,8640,0,3,3,4,3,3,5,5,1968,1968,300.0,0,0,3.0,2.0,1.0,3.5,361.0,2.0,483.0,844.0,4,1,4.0,884,886,0,1770,1.0,1.0,1,1,4,1,0,7,7,0,0.0,1968.0,2.0,3.0,3.0,2,0,60,0,0,270,0,0,0,455,6,2006,155000,11.951180395901384,0.0,0.0,1.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,38,38,1,0,2.5,330,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,38.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2536,20,70.0,8400,0,3,3,4,3,3,5,5,1968,1968,168.0,0,0,2.5,2.5,2.0,3.0,1016.0,1.0,0.0,1016.0,3,1,4.0,1052,0,0,1052,1.0,1.0,1,1,3,1,0,5,7,0,0.0,1968.0,2.0,3.0,3.0,2,356,0,0,0,0,0,0,3,0,11,2006,138500,11.83862560460953,0.0,0.0,1.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,38,38,1,0,2.5,356,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,38.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2537,85,70.0,8400,0,3,3,4,3,3,5,6,1968,1968,0.0,0,0,3.0,2.5,3.0,4.0,744.0,1.0,0.0,744.0,3,1,4.0,898,0,0,898,1.0,1.0,1,0,3,1,0,6,7,0,0.0,1968.0,2.0,3.0,3.0,2,143,0,0,0,0,0,0,0,0,8,2006,140000,11.84939770159144,0.0,0.0,1.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,38,38,1,0,2.0,143,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,38.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2538,20,75.2106704711914,9759,0,2,3,4,3,3,5,5,1966,1966,0.0,0,0,2.5,2.5,0.0,3.0,799.0,1.0,0.0,799.0,2,1,4.0,1051,0,0,1051,1.0,1.0,1,0,3,1,0,6,7,0,0.0,1966.0,2.0,3.0,3.0,2,182,88,0,0,0,0,0,0,0,3,2006,124400,11.731257459287216,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,40,40,1,0,2.0,270,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,40.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2539,80,80.0,9600,0,3,3,4,3,3,5,7,1967,1967,140.0,0,0,2.5,2.5,2.0,3.5,602.0,2.0,402.0,1004.0,3,1,4.0,1141,0,0,1141,1.0,1.0,1,0,3,1,0,6,7,0,0.0,1967.0,1.0,3.0,3.0,2,0,78,0,0,0,0,0,0,0,7,2006,158000,11.970350312009105,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,39,39,1,0,2.0,78,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,39.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2540,20,71.0,9230,0,3,3,4,2,3,5,8,1965,1998,166.0,0,0,2.5,2.5,1.0,4.0,661.0,1.0,0.0,661.0,3,1,4.0,1200,0,0,1200,1.0,1.0,1,1,1,1,1,6,7,0,0.0,1977.0,1.0,3.0,3.0,2,0,64,0,0,0,0,0,2,0,10,2006,146000,11.891361900690473,0.0,0.0,1.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,41,8,0,0,2.5,64,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,29.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2541,60,81.51764678955078,14803,0,2,3,4,4,3,6,5,1971,1971,252.0,0,0,2.5,2.5,0.0,2.0,416.0,1.0,0.0,416.0,3,1,4.0,1097,896,0,1993,0.0,0.0,2,1,4,1,0,8,7,1,3.0,1971.0,2.0,3.0,3.0,2,0,66,0,0,0,0,0,3,0,6,2006,190000,12.154779351142624,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,35,35,1,0,2.5,66,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,35.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2542,20,75.2106704711914,10659,0,2,3,4,3,3,5,6,1961,1961,0.0,0,0,2.5,2.5,0.0,2.0,915.0,1.0,0.0,915.0,2,1,4.0,1050,0,0,1050,1.0,1.0,1,0,3,1,0,6,7,0,0.0,1961.0,1.0,3.0,3.0,2,0,319,0,0,0,0,0,0,0,1,2006,136500,11.824079893607152,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,45,45,1,0,2.0,319,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,False,False,False,False,False,45.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
2543,20,70.0,9100,0,3,3,4,2,3,5,5,1958,1958,0.0,0,0,2.5,2.5,0.0,3.0,521.0,2.0,174.0,695.0,2,1,4.0,864,0,0,864,1.0,1.0,1,0,3,1,0,5,7,0,0.0,1964.0,1.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,7,2006,129900,11.77452020265869,0.0,0.0,1.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,48,48,1,0,2.0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,False,True,False,42.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2546,20,80.0,8800,0,3,3,4,3,3,6,6,1964,1964,425.0,0,0,2.5,2.5,0.0,3.0,553.0,1.0,0.0,553.0,2,1,4.0,1251,0,0,1251,1.0,1.0,1,0,3,1,0,6,7,2,3.0,1964.0,2.0,3.0,3.0,2,0,116,0,0,0,0,0,2,700,3,2006,160000,11.982929094215963,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,42,42,1,0,2.0,116,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,42.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
